PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,SAMPLE_TYPE,TAXA_ID,TARGET_TAXON,ALGAL_GROUP,ABUNDANCE,BIOVOLUME,DENSITY,IS_DISTINCT
1/10/2025,2020554,NLA_MT-10275,NLA22_MT-10023,6/21/2022,1,MT,PHYX,4182,CENTRALES,DIATOM,1,1435.3,10,0
1/10/2025,2021821,NLA_OH-10017,NES22-10058,9/21/2022,1,OH,PHYX,4182,CENTRALES,DIATOM,78,581774.37,3357,1
1/10/2025,2020630,NLA_MD-10045,NLA22_MD-10021,6/28/2022,1,MD,PHYX,4182,CENTRALES,DIATOM,2,2408.53,19,1
1/10/2025,2020389,NLA_LA-10012,NES22-10119,6/12/2022,1,LA,PHYX,4182,CENTRALES,DIATOM,234,516839.78,2686,0
1/10/2025,2020573,NLA_VA-10057,NLA22_VA-10003,6/23/2022,1,VA,PHYX,4182,CENTRALES,DIATOM,9,497575.55,873,1
1/10/2025,2021797,NLA_NY-10090,NLA22_NY-10054,9/20/2022,1,NY,PHYX,4182,CENTRALES,DIATOM,28,1824.51,28,0
1/10/2025,2021545,NLA_OH-10069,NLA22_OH-10005,8/22/2022,2,OH,PHYX,4182,CENTRALES,DIATOM,31,168811.27,2077,0
1/10/2025,2020809,NLA_WA-10046,NES22-10201,7/13/2022,1,WA,PHYX,4182,CENTRALES,DIATOM,5,5165.7,10,1
1/10/2025,2020547,NLA_FL-10012,NES22-10025,6/22/2022,1,FL,PHYX,4182,CENTRALES,DIATOM,7,686.85,23,0
1/10/2025,2021489,NLA_MS-10094,NLA22_MS-10049,8/16/2022,1,MS,PHYX,4182,CENTRALES,DIATOM,2,9409.6,319,1
1/10/2025,2020257,NLA_AZ-10191,NLA22_AZ-10098,5/22/2022,1,AZ,PHYX,4182,CENTRALES,DIATOM,2,4417.43,23,0
1/10/2025,2020280,NLA_NJ-10025,NLA22_NJ-10009,6/1/2022,1,NJ,PHYX,4182,CENTRALES,DIATOM,6,288485.49,1148,0
1/10/2025,2020806,NLA_MI-10249,NLA22_MI-10029,7/13/2022,1,MI,PHYX,4182,CENTRALES,DIATOM,7,1159.83,12,1
1/10/2025,2021678,NLA_CA-10257,NLA22_CA-10098,9/6/2022,1,CA,PHYX,4182,CENTRALES,DIATOM,1,1750.63,2,1
1/10/2025,2021155,NLA_ID-10317,NLA22_ID-10150,8/3/2022,1,ID,PHYX,4182,CENTRALES,DIATOM,7,403.95,7,0
1/10/2025,2021599,NLA_NC-10057,NLA22_NC-10001,8/25/2022,2,NC,PHYX,4182,CENTRALES,DIATOM,135,159981.26,961,1
1/10/2025,2020439,NLA_CA-10256,NLA22_CA-10097,6/15/2022,1,CA,PHYX,4182,CENTRALES,DIATOM,1,5679.56,30,1
1/10/2025,2020860,NLA_KS-10151,NLA22_KS-10075,7/17/2022,1,KS,PHYX,4182,CENTRALES,DIATOM,92,642813.78,2123,0
1/10/2025,2021731,NLA_MN-10183,NLA22_MN-10067,9/13/2022,1,MN,PHYX,4182,CENTRALES,DIATOM,2,733.42,3,1
1/10/2025,2020805,NLA_NV-10053,NES22-10190,7/12/2022,1,NV,PHYX,4182,CENTRALES,DIATOM,24,90787.36,128,1
1/10/2025,2021412,NLA_TX-10271,NLA22_TX-10082,8/9/2022,1,TX,PHYX,4182,CENTRALES,DIATOM,18,268857,845,1
1/10/2025,2021537,NLA_MT-10342,NLA22_MT-10164,8/18/2022,1,MT,PHYX,4182,CENTRALES,DIATOM,3,1931.29,17,1
1/10/2025,2020966,NLA_WA-10170,NLA22_WA-10059,7/20/2022,1,WA,PHYX,4182,CENTRALES,DIATOM,3,8702.44,8,0
1/10/2025,2021670,NLA_WI-10256,NLA22_WI-10131,7/26/2022,1,WI,PHYX,4182,CENTRALES,DIATOM,2,10047.09,12,0
1/10/2025,2020269,NLA_NJ-10043,NLA22_NJ-10023,6/8/2022,1,NJ,PHYX,4182,CENTRALES,DIATOM,1,7435.06,9,0
1/10/2025,2021758,NLA_AL-10060,NLA22_AL-10019,9/15/2022,1,AL,PHYX,4182,CENTRALES,DIATOM,8,19472.77,172,1
1/10/2025,2020628,NLA_AR-10036,NLA22_AR-10011,6/27/2022,1,AR,PHYX,4182,CENTRALES,DIATOM,27,33204657.28,652,0
1/10/2025,2020583,NLA_IN-10278,NLA22_IN-10019,7/12/2022,1,IN,PHYX,4182,CENTRALES,DIATOM,9,23486.01,187,1
1/10/2025,2021430,NLA_SD-10317,NLA22_SD-10131,8/10/2022,1,SD,PHYX,4182,CENTRALES,DIATOM,1,123636.64,492,1
1/10/2025,2020483,NLA_KY-10045,NLA22_KY-10002,6/16/2022,2,KY,PHYX,4182,CENTRALES,DIATOM,9,16407.61,121,1
1/10/2025,2021742,NLA_ND-10307,NLA22_ND-10163,9/14/2022,1,ND,PHYX,4182,CENTRALES,DIATOM,7,119366.25,48,0
1/10/2025,2021844,NLA_NE-10204,NLA22_NE-10057,9/28/2022,1,NE,PHYX,4182,CENTRALES,DIATOM,1,36189.06,62,1
1/10/2025,2020527,NLA_AR-10072,NLA22_AR-10041,6/21/2022,1,AR,PHYX,4182,CENTRALES,DIATOM,2,2642.24,42,0
1/10/2025,2021075,NLA_WI-10220,NLA22_WI-10024,7/19/2022,1,WI,PHYX,4182,CENTRALES,DIATOM,41,278008.84,3005,1
1/10/2025,2021630,NLA_AR-10015,NES22-10111,8/30/2022,1,AR,PHYX,4182,CENTRALES,DIATOM,28,103680.12,786,0
1/10/2025,2020528,NLA_AR-10061,NLA22_AR-10030,6/20/2022,1,AR,PHYX,4182,CENTRALES,DIATOM,9,12582.14,254,0
1/10/2025,2021468,NLA_OR-10134,NLA22_OR-10007,8/11/2022,1,OR,PHYX,4182,CENTRALES,DIATOM,1,616.41,2,1
1/10/2025,2021120,NLA_NY-10010,NES22-10008,8/2/2022,1,NY,PHYX,4182,CENTRALES,DIATOM,17,6108.69,74,0
1/10/2025,2020774,NLA_ME-10096,NLA22_ME-10015,7/12/2022,1,ME,PHYX,4182,CENTRALES,DIATOM,12,17702.52,38,1
1/10/2025,2020568,NLA_FL-10040,NES22-10045,6/23/2022,1,FL,PHYX,4183,PENNALES,DIATOM,2,59634.15,162,1
1/10/2025,2021484,NLA_MT-10359,NLA22_MT-10181,8/14/2022,1,MT,PHYX,4183,PENNALES,DIATOM,749,4623111.49,3703,0
1/10/2025,2021081,NLA_CO-10082,NLA22_CO-10020,7/29/2022,1,CO,PHYX,4183,PENNALES,DIATOM,7,8562.86,23,1
1/10/2025,2021421,NLA_IN-10310,NLA22_IN-10164,8/9/2022,1,IN,PHYX,4183,PENNALES,DIATOM,13,67988.43,839,0
1/10/2025,2021817,NLA_NE-10268,NLA22_NE-10104,9/20/2022,1,NE,PHYX,4183,PENNALES,DIATOM,1,20131.45,18,0
1/10/2025,2021488,NLA_OK-10213,NLA22_OK-10031,8/16/2022,1,OK,PHYX,4183,PENNALES,DIATOM,10,13441.81,177,0
1/10/2025,2021842,NLA_SD-10373,NLA22_SD-10187,9/27/2022,1,SD,PHYX,4183,PENNALES,DIATOM,83,58626.79,487,1
1/10/2025,2020549,NLA_OR-10150,NLA22_OR-10034,6/22/2022,1,OR,PHYX,4183,PENNALES,DIATOM,1,1788.32,4,0
1/10/2025,2021494,NLA_MT-10048,NES22-10151,8/14/2022,1,MT,PHYX,4183,PENNALES,DIATOM,4,285.84,2,0
1/10/2025,2021591,NLA_WI-10013,NES22-10084,8/24/2022,1,WI,PHYX,4183,PENNALES,DIATOM,3,3136.01,8,0
1/10/2025,2020262,NLA_NM-10094,NLA22_NM-10015,5/24/2022,1,NM,PHYX,4183,PENNALES,DIATOM,9,7034.99,15,0
1/10/2025,2020308,NLA_LA-10028,NES22-10116,6/3/2022,1,LA,PHYX,4183,PENNALES,DIATOM,2,75359.19,65,0
1/10/2025,2021444,NLA_TX-10259,NLA22_TX-10070,8/10/2022,1,TX,PHYX,4183,PENNALES,DIATOM,6,4132.25,26,0
1/10/2025,2020456,NLA_MO-10032,NES22-10145,6/16/2022,1,MO,PHYX,4183,PENNALES,DIATOM,3,2066.13,86,0
1/10/2025,2020375,NLA_AZ-10201,NLA22_AZ-10108,6/9/2022,1,AZ,PHYX,4183,PENNALES,DIATOM,6,45842.15,155,0
1/10/2025,2021428,NLA_MN-10374,NLA22_MN-10087,8/9/2022,1,MN,PHYX,4183,PENNALES,DIATOM,5,5903.21,37,0
1/10/2025,2021158,NLA_OR-10306,NLA22_OR-10179,8/4/2022,1,OR,PHYX,4183,PENNALES,DIATOM,1,1167.66,5,0
1/10/2025,2021498,NLA_MI-10067,NES22-10082,8/16/2022,1,MI,PHYX,4183,PENNALES,DIATOM,5,4902.67,88,0
1/10/2025,2021142,NLA_WA-10020,NES22-10208,8/3/2022,1,WA,PHYX,4183,PENNALES,DIATOM,23,28042.17,130,1
1/10/2025,2021683,NLA_CA-10262,NLA22_CA-10103,9/7/2022,1,CA,PHYX,4183,PENNALES,DIATOM,218,154235.17,755,0
1/10/2025,2021110,NLA_MO-10062,NLA22_MO-10002,7/27/2022,2,MO,PHYX,4183,PENNALES,DIATOM,1,2313.08,6,0
1/10/2025,2021604,NLA_MI-10149,NLA22_MI-10004,8/25/2022,2,MI,PHYX,4183,PENNALES,DIATOM,1,1599.79,9,1
1/10/2025,2021160,NLA_IA-10123,NLA22_IA-10034,8/4/2022,1,IA,PHYX,4183,PENNALES,DIATOM,5,883.91,5,0
1/10/2025,2021794,NLA_MS-10050,NLA22_MS-10005,9/20/2022,1,MS,PHYX,4183,PENNALES,DIATOM,15,24684.24,164,1
1/10/2025,2020408,NLA_KY-10065,NLA22_KY-10009,6/13/2022,1,KY,PHYX,4183,PENNALES,DIATOM,5,8425.92,129,1
1/10/2025,2021805,NLA_NY-10014,NES22-10011,9/21/2022,1,NY,PHYX,4183,PENNALES,DIATOM,2,2060.24,4,0
1/10/2025,2021745,NLA_IN-10302,NLA22_IN-10156,9/14/2022,1,IN,PHYX,4183,PENNALES,DIATOM,158,581612.75,1790,0
1/10/2025,2021837,NLA_CA-10360,NLA22_CA-10201,9/26/2022,1,CA,PHYX,4183,PENNALES,DIATOM,24,535465.1,2769,0
1/10/2025,2020503,NLA_SD-10252,NLA22_SD-10088,6/15/2022,1,SD,PHYX,4183,PENNALES,DIATOM,5,860.89,29,0
1/10/2025,2020929,NLA_VT-10032,NLA22_VT-10013,7/20/2022,1,VT,PHYX,4183,PENNALES,DIATOM,1,667.23,2,0
1/10/2025,2020243,NLA_AZ-10122,NLA22_AZ-10032,5/16/2022,1,AZ,PHYX,4183,PENNALES,DIATOM,2,3049.78,18,0
1/10/2025,2021694,NLA_ND-10178,NLA22_ND-10056,9/7/2022,1,ND,PHYX,4183,PENNALES,DIATOM,1,3706.87,21,0
1/10/2025,2020953,NLA_SC-10066,NLA22_SC-10031,7/21/2022,1,SC,PHYX,4183,PENNALES,DIATOM,17,32842.57,342,1
1/10/2025,2021831,NLA_AL-10131,NLA22_AL-10082,9/22/2022,1,AL,PHYX,4183,PENNALES,DIATOM,13,27616.4,125,0
1/10/2025,2021565,NLA_FL-10142,NLA22_FL-10033,8/23/2022,1,FL,PHYX,4183,PENNALES,DIATOM,81,63741.44,481,1
1/10/2025,2021633,NLA_IL-10025,NLA22_IL-10018,8/30/2022,1,IL,PHYX,4183,PENNALES,DIATOM,4,7106.6,40,0
1/10/2025,2021135,NLA_FL-10126,NLA22_FL-10023,8/2/2022,1,FL,PHYX,4183,PENNALES,DIATOM,2,10317.14,130,0
1/10/2025,2021571,NLA_SD-10189,NLA22_SD-10004,8/23/2022,1,SD,PHYX,4183,PENNALES,DIATOM,4,10511.5,17,0
1/10/2025,2020391,NLA_MO-10043,NES22-10141,6/13/2022,1,MO,PHYX,4183,PENNALES,DIATOM,2,5025.71,56,0
1/10/2025,2021826,NLA_ND-10278,NLA22_ND-10134,9/22/2022,1,ND,PHYX,4183,PENNALES,DIATOM,5,7379.02,37,0
1/10/2025,2020320,NLA_TX-10093,NES22-10121,6/7/2022,1,TX,PHYX,4183,PENNALES,DIATOM,16,19834.8,551,1
1/10/2025,2020946,NLA_SD-10268,NLA22_SD-10032,7/20/2022,1,SD,PHYX,4183,PENNALES,DIATOM,3,502.57,21,0
1/10/2025,2021461,NLA_NE-10245,NLA22_NE-10081,8/11/2022,1,NE,PHYX,4183,PENNALES,DIATOM,4,37190.25,165,0
1/10/2025,2020774,NLA_ME-10096,NLA22_ME-10015,7/12/2022,1,ME,PHYX,4183,PENNALES,DIATOM,9,35499.79,28,0
1/10/2025,2021528,NLA_FL-10122,NLA22_FL-10019,8/17/2022,1,FL,PHYX,4183,PENNALES,DIATOM,7,2809.31,17,0
1/10/2025,2021721,NLA_MN-10341,NLA22_MN-10034,9/13/2022,1,MN,PHYX,4183,PENNALES,DIATOM,1,4159.1,16,0
1/10/2025,2020338,NLA_KY-10054,NLA22_KY-10016,6/7/2022,1,KY,PHYX,4183,PENNALES,DIATOM,1,34865.86,287,0
1/10/2025,2020289,NLA_LA-10066,NES22-10109,6/1/2022,1,LA,PHYX,4183,PENNALES,DIATOM,4,115487.78,172,0
1/10/2025,2021181,NLA_UT-10050,NES22-10148,8/4/2022,1,UT,PHYX,4183,PENNALES,DIATOM,1,36241.1,15,1
1/10/2025,2021735,NLA_MI-10184,NLA22_MI-10054,9/14/2022,1,MI,PHYX,4183,PENNALES,DIATOM,13,9989.11,40,0
1/10/2025,2020720,NLA_WY-10106,NLA22_WY-10008,7/6/2022,1,WY,PHYX,4183,PENNALES,DIATOM,3,2776.28,9,1
1/10/2025,2020277,NLA_NM-10024,NLA22_NM-10013,5/25/2022,1,NM,PHYX,4183,PENNALES,DIATOM,2,1988.65,5,1
1/10/2025,2020647,NLA_WI-10139,NLA22_WI-10029,6/28/2022,1,WI,PHYX,4183,PENNALES,DIATOM,1,3551.11,10,1
1/10/2025,2021111,NLA_MO-10116,NLA22_MO-10047,7/28/2022,1,MO,PHYX,4183,PENNALES,DIATOM,1,6407.57,25,0
1/10/2025,2021601,NLA_MN-10360,NLA22_MN-10073,8/24/2022,1,MN,PHYX,4183,PENNALES,DIATOM,3,165853.93,641,0
1/10/2025,2021632,NLA_IL-10083,NLA22_IL-10032,8/29/2022,1,IL,PHYX,4183,PENNALES,DIATOM,3,21285.25,93,1
1/10/2025,2020413,NLA_SD-10073,NES22-10161,6/14/2022,1,SD,PHYX,4183,PENNALES,DIATOM,8,2144.3,89,0
1/10/2025,2021454,NLA_IN-10045,NLA22_IN-10063,8/11/2022,1,IN,PHYX,4183,PENNALES,DIATOM,20,146792.23,1133,0
1/10/2025,2020443,NLA_IN-10054,NES22-10071,6/15/2022,1,IN,PHYX,4183,PENNALES,DIATOM,9,194036.1,808,0
1/10/2025,2021771,NLA_KS-10082,NLA22_KS-10009,9/16/2022,1,KS,PHYX,4183,PENNALES,DIATOM,1,13655.04,48,0
1/10/2025,2021830,NLA_NE-10280,NLA22_NE-10116,9/23/2022,1,NE,PHYX,4183,PENNALES,DIATOM,18,32294.2,467,0
1/10/2025,2020257,NLA_AZ-10191,NLA22_AZ-10098,5/22/2022,1,AZ,PHYX,4183,PENNALES,DIATOM,2,3202.49,23,0
1/10/2025,2020992,NLA_ID-10012,NES22-10206,7/24/2022,1,ID,PHYX,4183,PENNALES,DIATOM,1,336.32,1,0
1/10/2025,2021506,NLA_SC-10058,NLA22_SC-10023,8/16/2022,1,SC,PHYX,4183,PENNALES,DIATOM,1,26689.12,94,0
1/10/2025,2021101,NLA_MT-10248,NLA22_MT-10095,7/31/2022,1,MT,PHYX,4183,PENNALES,DIATOM,6,673.48,7,0
1/10/2025,2021838,NLA_MO-10120,NLA22_MO-10051,9/26/2022,1,MO,PHYX,4183,PENNALES,DIATOM,37,40474.29,126,0
1/10/2025,2021054,NLA_CA-10235,NLA22_CA-10038,7/27/2022,1,CA,PHYX,4183,PENNALES,DIATOM,26,58716.68,208,1
1/10/2025,2020327,NLA_TX-10237,NLA22_TX-10023,6/7/2022,1,TX,PHYX,4183,PENNALES,DIATOM,2,6611.6,41,0
1/10/2025,2020509,NLA_NE-10086,NES22-10144,6/21/2022,1,NE,PHYX,4183,PENNALES,DIATOM,1,1244,4,0
1/10/2025,2021634,NLA_WA-10184,NLA22_WA-10073,8/30/2022,1,WA,PHYX,4183,PENNALES,DIATOM,1,183.72,2,1
1/10/2025,2021481,NLA_TX-10330,NLA22_TX-10036,8/15/2022,1,TX,PHYX,4183,PENNALES,DIATOM,1,17935.6,71,0
1/10/2025,2021554,NLA_TX-10031,NES22-10106,8/23/2022,1,TX,PHYX,4183,PENNALES,DIATOM,6,79041.78,192,1
1/10/2025,2020457,NLA_SD-10201,NLA22_SD-10016,6/14/2022,1,SD,PHYX,4183,PENNALES,DIATOM,2,953.6,32,1
1/10/2025,2020378,NLA_LA-10002,NES22-10120,6/9/2022,1,LA,PHYX,4183,PENNALES,DIATOM,1,9992.53,66,0
1/10/2025,2020317,NLA_WI-10227,NLA22_WI-10102,6/6/2022,1,WI,PHYX,4183,PENNALES,DIATOM,3,1712.95,16,1
1/10/2025,2020244,NLA_AZ-10185,NLA22_AZ-10008,5/17/2022,1,AZ,PHYX,4183,PENNALES,DIATOM,1,2812.23,6,0
1/10/2025,2021717,NLA_MN-10365,NLA22_MN-10078,9/12/2022,1,MN,PHYX,4183,PENNALES,DIATOM,1,3408.57,10,0
1/10/2025,2021499,NLA_OR-10158,NLA22_OR-10042,8/16/2022,1,OR,PHYX,4183,PENNALES,DIATOM,36,15586.99,180,0
1/10/2025,2021796,NLA_MI-10150,NLA22_MI-10005,9/20/2022,2,MI,PHYX,4183,PENNALES,DIATOM,3,4750.35,13,0
1/10/2025,2021117,NLA_UT-10407,NLA22_UT-10081,8/2/2022,1,UT,PHYX,4183,PENNALES,DIATOM,1,464.88,4,1
1/10/2025,2021418,NLA_MN-10337,NLA22_MN-10030,8/9/2022,1,MN,PHYX,4183,PENNALES,DIATOM,1,1434.81,6,1
1/10/2025,2020756,NLA_GA-10010,NES22-10038,7/11/2022,1,GA,PHYX,4183,PENNALES,DIATOM,33,47028.02,222,0
1/10/2025,2020462,NLA_SD-10015,NES22-10150,6/15/2022,1,SD,PHYX,4183,PENNALES,DIATOM,1,348.66,5,0
1/10/2025,2020650,NLA_MN-10158,NLA22_MN-10017,6/28/2022,1,MN,PHYX,4183,PENNALES,DIATOM,1,7306.97,7,0
1/10/2025,2021628,NLA_TX-10387,NLA22_TX-10169,8/30/2022,1,TX,PHYX,4183,PENNALES,DIATOM,1,468.79,2,0
1/10/2025,2020668,NLA_PA-10044,NLA22_PA-10003,6/27/2022,1,PA,PHYX,4183,PENNALES,DIATOM,9,377464.12,40,0
1/10/2025,2021846,NLA_CA-10361,NLA22_CA-10202,9/28/2022,1,CA,PHYX,4183,PENNALES,DIATOM,2,2380.41,13,1
1/10/2025,2021680,NLA_SD-10288,NLA22_SD-10102,9/6/2022,1,SD,PHYX,4183,PENNALES,DIATOM,1,17078.79,121,1
1/10/2025,2020347,NLA_NV-10003,NES22-10189,6/8/2022,1,NV,PHYX,4183,PENNALES,DIATOM,1,1944.59,12,1
1/10/2025,2021140,NLA_TN-10063,NLA22_TN-10021,8/3/2022,1,TN,PHYX,4183,PENNALES,DIATOM,1,2856.83,12,1
1/10/2025,2021556,NLA_ND-10266,NLA22_ND-10038,8/23/2022,1,ND,PHYX,4183,PENNALES,DIATOM,3,134837.2,278,1
1/10/2025,2020376,NLA_GA-10134,NLA22_GA-10084,6/9/2022,1,GA,PHYX,4183,PENNALES,DIATOM,1,1033.06,12,1
1/10/2025,2020739,NLA_WA-10153,NLA22_WA-10016,7/18/2022,1,WA,PHYX,4183,PENNALES,DIATOM,4,188047.07,20,0
1/10/2025,2021803,NLA_MN-10371,NLA22_MN-10084,9/20/2022,1,MN,PHYX,4183,PENNALES,DIATOM,2,3411.16,4,0
1/10/2025,2021162,NLA_TX-10255,NLA22_TX-10066,8/4/2022,1,TX,PHYX,4183,PENNALES,DIATOM,4,20359.63,151,1
1/10/2025,2020669,NLA_PA-10075,NLA22_PA-10007,6/29/2022,1,PA,PHYX,4183,PENNALES,DIATOM,1,1389,2,0
1/10/2025,2020909,NLA_OR-10175,NLA22_OR-10060,7/19/2022,1,OR,PHYX,4183,PENNALES,DIATOM,11,6119.53,8,0
1/10/2025,2020912,NLA_TX-10035,NES22-10108,7/19/2022,1,TX,PHYX,4183,PENNALES,DIATOM,2,13327.78,59,0
1/10/2025,2021039,NLA_ID-10186,NLA22_ID-10027,7/27/2022,1,ID,PHYX,4183,PENNALES,DIATOM,1,1033.02,4,0
1/10/2025,2021795,NLA_WA-10141,NLA22_WA-10046,9/19/2022,1,WA,PHYX,4183,PENNALES,DIATOM,3,18595.13,31,0
1/10/2025,2021006,NLA_IN-10179,NLA22_IN-10042,7/25/2022,1,IN,PHYX,4183,PENNALES,DIATOM,51,2558.98,32,0
1/10/2025,2021823,NLA_OH-10024,NES22-10074,9/22/2022,1,OH,PHYX,4183,PENNALES,DIATOM,6,11621.95,172,0
1/10/2025,2020291,NLA_TX-10224,NLA22_TX-10010,6/1/2022,1,TX,PHYX,4183,PENNALES,DIATOM,5,5903.21,30,0
1/10/2025,2021011,NLA_AL-10079,NLA22_AL-10030,7/26/2022,1,AL,PHYX,4183,PENNALES,DIATOM,1,6850.28,28,0
1/10/2025,2021675,NLA_WI-10153,NLA22_WI-10041,9/6/2022,1,WI,PHYX,4183,PENNALES,DIATOM,3,8269.29,31,0
1/10/2025,2021813,NLA_TX-10399,NLA22_TX-10181,9/21/2022,1,TX,PHYX,4183,PENNALES,DIATOM,23,76033.4,1584,1
1/10/2025,2021635,NLA_SD-10206,NLA22_SD-10041,8/30/2022,1,SD,PHYX,4183,PENNALES,DIATOM,5,35091.43,9,0
1/10/2025,2021014,NLA_TX-10219,NLA22_TX-10005,7/26/2022,1,TX,PHYX,4183,PENNALES,DIATOM,1,1526.63,12,1
1/10/2025,2020921,NLA_SC-10044,NLA22_SC-10015,7/20/2022,1,SC,PHYX,4183,PENNALES,DIATOM,4,1726.96,7,0
1/10/2025,2021151,NLA_UT-10042,NES22-10174,8/3/2022,1,UT,PHYX,4183,PENNALES,DIATOM,8,923.67,8,0
1/10/2025,2021507,NLA_SC-10040,NLA22_SC-10011,8/17/2022,2,SC,PHYX,4183,PENNALES,DIATOM,60,196813.92,923,0
1/10/2025,2021720,NLA_NY-10072,NLA22_NY-10036,9/13/2022,1,NY,PHYX,4183,PENNALES,DIATOM,1,443.91,2,1
1/10/2025,2021411,NLA_GA-10093,NLA22_GA-10026,8/9/2022,1,GA,PHYX,4183,PENNALES,DIATOM,66,142293.14,593,0
1/10/2025,2021630,NLA_AR-10015,NES22-10111,8/30/2022,1,AR,PHYX,4183,PENNALES,DIATOM,1,1357.73,28,0
1/10/2025,2020779,NLA_WA-10161,NLA22_WA-10024,7/12/2022,1,WA,PHYX,4183,PENNALES,DIATOM,15,33875.36,50,0
1/10/2025,2021445,NLA_WY-10149,NLA22_WY-10051,8/9/2022,1,WY,PHYX,4183,PENNALES,DIATOM,1,317.87,2,0
1/10/2025,2021825,NLA_NE-10304,NLA22_NE-10140,9/21/2022,1,NE,PHYX,4183,PENNALES,DIATOM,23,62195.24,41,0
1/10/2025,2021783,NLA_NY-10005,NES22-10012,9/19/2022,1,NY,PHYX,4183,PENNALES,DIATOM,4,1065.15,28,1
1/10/2025,2020411,NLA_NH-10035,NLA22_NH-10013,6/14/2022,1,NH,PHYX,4183,PENNALES,DIATOM,1,1214.83,1,1
1/10/2025,2021503,NLA_ID-10189,NLA22_ID-10030,8/16/2022,1,ID,PHYX,4183,PENNALES,DIATOM,1,2182.1,3,0
1/10/2025,2020364,NLA_WI-10030,NES22-10083,6/9/2022,1,WI,PHYX,4183,PENNALES,DIATOM,1,1247.47,8,0
1/10/2025,2021102,NLA_MT-10317,NLA22_MT-10139,8/1/2022,1,MT,PHYX,4183,PENNALES,DIATOM,3,1003.32,2,0
1/10/2025,2021728,NLA_OK-10135,NLA22_OK-10006,9/13/2022,2,OK,PHYX,4183,PENNALES,DIATOM,34,96142.7,403,0
1/10/2025,2021821,NLA_OH-10017,NES22-10058,9/21/2022,1,OH,PHYX,4183,PENNALES,DIATOM,43,132802.34,1851,1
1/10/2025,2020307,NLA_LA-10007,NES22-10124,6/3/2022,1,LA,PHYX,4183,PENNALES,DIATOM,3,53267.29,194,0
1/10/2025,2021640,NLA_OH-10077,NLA22_OH-10020,8/31/2022,1,OH,PHYX,4183,PENNALES,DIATOM,4,5106.85,19,0
1/10/2025,2021415,NLA_WA-10120,NLA22_WA-10010,8/9/2022,1,WA,PHYX,4183,PENNALES,DIATOM,1,1581.6,3,0
1/10/2025,2020653,NLA_MT-10279,NLA22_MT-10027,6/28/2022,1,MT,PHYX,4183,PENNALES,DIATOM,71,297236.32,760,0
1/10/2025,2021759,NLA_AL-10052,NLA22_AL-10004,9/14/2022,2,AL,PHYX,4183,PENNALES,DIATOM,5,7288.63,26,0
1/10/2025,2021750,NLA_TX-10386,NLA22_TX-10168,9/14/2022,1,TX,PHYX,4183,PENNALES,DIATOM,14,34168.54,145,0
1/10/2025,2021426,NLA_NC-10057,NLA22_NC-10001,8/10/2022,1,NC,PHYX,4183,PENNALES,DIATOM,3,1430.39,24,1
1/10/2025,2021057,NLA_IN-10175,NLA22_IN-10038,7/27/2022,1,IN,PHYX,4183,PENNALES,DIATOM,3,10970.71,97,0
1/10/2025,2020616,NLA_LA-10584,NLA22_LA-10448,6/26/2022,1,LA,PHYX,4183,PENNALES,DIATOM,2,428.14,5,0
1/10/2025,2020250,NLA_AZ-10139,NLA22_AZ-10050,5/18/2022,1,AZ,PHYX,4183,PENNALES,DIATOM,3,85437.06,314,1
1/10/2025,2021062,NLA_FL-10144,NLA22_FL-10035,7/27/2022,1,FL,PHYX,4183,PENNALES,DIATOM,13,3231.12,48,1
1/10/2025,2020306,NLA_OK-10065,NES22-10115,6/2/2022,1,OK,PHYX,4183,PENNALES,DIATOM,9,7121.54,198,0
1/10/2025,2021529,NLA_TN-10002,NLA22_TN-10002,8/18/2022,2,TN,PHYX,4183,PENNALES,DIATOM,30,21171.26,35,1
1/10/2025,2020418,NLA_IL-10011,NES22-10076,6/14/2022,1,IL,PHYX,4183,PENNALES,DIATOM,5,40778.78,1359,0
1/10/2025,2020656,NLA_OH-10019,NES22-10062,6/29/2022,1,OH,PHYX,4183,PENNALES,DIATOM,6,13946.34,77,0
1/10/2025,2021763,NLA_SD-10283,NLA22_SD-10097,9/14/2022,1,SD,PHYX,4183,PENNALES,DIATOM,4,90477.76,385,1
1/10/2025,2020305,NLA_TX-10020,NES22-10122,6/3/2022,1,TX,PHYX,4183,PENNALES,DIATOM,33,48186.41,524,0
1/10/2025,2021617,NLA_DE-10054,NLA22_DE-10021,8/25/2022,1,DE,PHYX,4183,PENNALES,DIATOM,1,21544.01,99,1
1/10/2025,2021436,NLA_ND-10261,NLA22_ND-10033,8/10/2022,1,ND,PHYX,4183,PENNALES,DIATOM,2,115731.09,461,1
1/10/2025,2021521,NLA_IL-10056,NLA22_IL-10006,8/17/2022,1,IL,PHYX,4183,PENNALES,DIATOM,1,2446.68,35,1
1/10/2025,2021816,NLA_MN-10391,NLA22_MN-10104,9/21/2022,1,MN,PHYX,4183,PENNALES,DIATOM,14,85117.73,415,1
1/10/2025,2021815,NLA_NY-10086,NLA22_NY-10050,9/19/2022,1,NY,PHYX,4183,PENNALES,DIATOM,2,1913.73,9,1
1/10/2025,2020986,NLA_WY-10106,NLA22_WY-10008,7/25/2022,2,WY,PHYX,4183,PENNALES,DIATOM,1,538.79,6,1
