PUBLICATION_DATE,TAXA_ID,ALGAL_GROUP,TARGET_TAXON,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES_EPITHET,SPECIES_NAME
1/13/2025,4119,DIATOM,ENCYONEMA SILESIACUM,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,GOMPHONEMATACEAE,ENCYONEMA,SILESIACUM,ENCYONEMA SILESIACUM
1/13/2025,4120,DIATOM,ENCYONEMA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,GOMPHONEMATACEAE,ENCYONEMA,,
1/13/2025,4121,DIATOM,ENCYONOPSIS MICROCEPHALA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,CYMBELLACEAE,ENCYONOPSIS,MICROCEPHALA,ENCYONOPSIS MICROCEPHALA
1/13/2025,4122,DIATOM,ENCYONOPSIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,CYMBELLACEAE,ENCYONOPSIS,,
1/13/2025,4123,DIATOM,ENTOMONEIS ORNATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,ENTOMONEIDACEAE,ENTOMONEIS,ORNATA,ENTOMONEIS ORNATA
1/13/2025,4124,DIATOM,ENTOMONEIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,ENTOMONEIDACEAE,ENTOMONEIS,,
1/13/2025,4125,DIATOM,GEISSLERIA DECUSSIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,CYMBELLACEAE,GEISSLERIA,DECUSSIS,GEISSLERIA DECUSSIS
1/13/2025,4126,DIATOM,GEISSLERIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,CYMBELLACEAE,GEISSLERIA,,
1/13/2025,4127,DIATOM,HIPPODONTA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,HIPPODONTA,,
1/13/2025,4128,DIATOM,NAVICULA CRYPTOTENELLA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,CRYPTOTENELLA,NAVICULA CRYPTOTENELLA
1/13/2025,4129,DIATOM,NAVICULA GREGARIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,GREGARIA,NAVICULA GREGARIA
1/13/2025,4130,DIATOM,NAVICULA PHYLLEPTA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,PHYLLEPTA,NAVICULA PHYLLEPTA
1/13/2025,4131,DIATOM,NAVICULA RADIOSA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,RADIOSA,NAVICULA RADIOSA
1/13/2025,4132,DIATOM,NAVICULA TRIVIALIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,TRIVIALIS,NAVICULA TRIVIALIS
1/13/2025,4133,DIATOM,NAVICULA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,NAVICULA,,
1/13/2025,4134,DIATOM,NEIDIUM,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NEIDIACEAE,NEIDIUM,,
1/13/2025,4135,DIATOM,PERONIA FIBULA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,EUNOTIALES,PERONIACEAE,PERONIA,FIBULA,PERONIA FIBULA
1/13/2025,4136,DIATOM,CALONEIS LIMOSA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,CALONEIS,LIMOSA,CALONEIS LIMOSA
1/13/2025,4137,DIATOM,CALONEIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,CALONEIS,,
1/13/2025,4138,DIATOM,PINNULARIA BOREALIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,PINNULARIACEAE,PINNULARIA,BOREALIS,PINNULARIA BOREALIS
1/13/2025,4139,DIATOM,PINNULARIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,PINNULARIACEAE,PINNULARIA,,
1/13/2025,4140,DIATOM,PLAGIOTROPIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,PLAGIOTROPIDACEAE,PLAGIOTROPIS,,
1/13/2025,4141,DIATOM,GYROSIGMA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,NAVICULACEAE,GYROSIGMA,,
1/13/2025,4142,DIATOM,PLEUROSIGMA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,PLEUROSIGMATACEAE,PLEUROSIGMA,,
1/13/2025,4143,DIATOM,RHIZOSOLENIA,HETEROKONTOPHYTA,COSCINODISCOPHYCEAE,RHIZOSOLENIALES,RHIZOSOLENIACEAE,RHIZOSOLENIA,,
1/13/2025,4144,DIATOM,RHOICOSPHENIA ABBREVIATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,RHOICOSPHENIACEAE,RHOICOSPHENIA,ABBREVIATA,RHOICOSPHENIA ABBREVIATA
1/13/2025,4145,DIATOM,RHOICOSPHENIA CURVATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,RHOICOSPHENIACEAE,RHOICOSPHENIA,CURVATA,RHOICOSPHENIA CURVATA
1/13/2025,4146,DIATOM,RHOICOSPHENIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,CYMBELLALES,RHOICOSPHENIACEAE,RHOICOSPHENIA,,
1/13/2025,4147,DIATOM,EPITHEMIA ADNATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,EPITHEMIA,ADNATA,EPITHEMIA ADNATA
1/13/2025,4148,DIATOM,EPITHEMIA SOREX,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,EPITHEMIA,SOREX,EPITHEMIA SOREX
1/13/2025,4149,DIATOM,EPITHEMIA TURGIDA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,EPITHEMIA,TURGIDA,EPITHEMIA TURGIDA
1/13/2025,4150,DIATOM,EPITHEMIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,EPITHEMIA,,
1/13/2025,4151,DIATOM,RHOPALODIA GIBBA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,RHOPALODIA,GIBBA,RHOPALODIA GIBBA
1/13/2025,4152,DIATOM,RHOPALODIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHOPALODIALES,RHOPALODIACEAE,RHOPALODIA,,
1/13/2025,4153,DIATOM,SELLAPHORA LAEVISSIMA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,SELLAPHORACEAE,SELLAPHORA,LAEVISSIMA,SELLAPHORA LAEVISSIMA
1/13/2025,4154,DIATOM,SELLAPHORA PUPULA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,SELLAPHORACEAE,SELLAPHORA,PUPULA,SELLAPHORA PUPULA
1/13/2025,4155,DIATOM,SELLAPHORA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,SELLAPHORACEAE,SELLAPHORA,,
1/13/2025,4156,DIATOM,CRATICULA AMBIGUA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,STAURONEIDACEAE,CRATICULA,AMBIGUA,CRATICULA AMBIGUA
1/13/2025,4157,DIATOM,CRATICULA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,STAURONEIDACEAE,CRATICULA,,
1/13/2025,4158,DIATOM,STAURONEIS PHOENICENTERON,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,STAURONEIDACEAE,STAURONEIS,PHOENICENTERON,STAURONEIS PHOENICENTERON
1/13/2025,4159,DIATOM,STAURONEIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,NAVICULALES,STAURONEIDACEAE,STAURONEIS,,
1/13/2025,4160,DIATOM,CYCLOTELLA BODANICA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,CYCLOTELLA,BODANICA,CYCLOTELLA BODANICA
1/13/2025,4161,DIATOM,CYCLOTELLA MENEGHINIANA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,CYCLOTELLA,MENEGHINIANA,CYCLOTELLA MENEGHINIANA
1/13/2025,4162,DIATOM,CYCLOTELLA OCELLATA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,CYCLOTELLA,OCELLATA,CYCLOTELLA OCELLATA
1/13/2025,4163,DIATOM,CYCLOTELLA STELLIGERA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,CYCLOTELLA,STELLIGERA,CYCLOTELLA STELLIGERA
1/13/2025,4164,DIATOM,CYCLOTELLA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,CYCLOTELLA,,
1/13/2025,4165,DIATOM,PUNCTICULATA BODANICA,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,PUNCTICULATA,BODANICA,PUNCTICULATA BODANICA
1/13/2025,4166,DIATOM,STEPHANODISCUS BINDERANUS,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,STEPHANODISCUS,BINDERANUS,STEPHANODISCUS BINDERANUS
1/13/2025,4167,DIATOM,STEPHANODISCUS NIAGARAE,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,STEPHANODISCUS,NIAGARAE,STEPHANODISCUS NIAGARAE
1/13/2025,4168,DIATOM,STEPHANODISCUS,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,STEPHANODISCACEAE,STEPHANODISCUS,,
1/13/2025,4169,DIATOM,CAMPYLODISCUS CLYPEUS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,CAMPYLODISCUS,CLYPEUS,CAMPYLODISCUS CLYPEUS
1/13/2025,4170,DIATOM,CAMPYLODISCUS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,CAMPYLODISCUS,,
1/13/2025,4171,DIATOM,CYMATOPLEURA ELLIPTICA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,CYMATOPLEURA,ELLIPTICA,CYMATOPLEURA ELLIPTICA
1/13/2025,4172,DIATOM,CYMATOPLEURA SOLEA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,CYMATOPLEURA,SOLEA,CYMATOPLEURA SOLEA
1/13/2025,4173,DIATOM,CYMATOPLEURA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,CYMATOPLEURA,,
1/13/2025,4174,DIATOM,STENOPTEROBIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,STENOPTEROBIA,,
1/13/2025,4175,DIATOM,SURIRELLA OVALIS,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,SURIRELLA,OVALIS,SURIRELLA OVALIS
1/13/2025,4176,DIATOM,SURIRELLA OVATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,SURIRELLA,OVATA,SURIRELLA OVATA
1/13/2025,4177,DIATOM,SURIRELLA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,SURIRELLACEAE,SURIRELLA,,
1/13/2025,4178,DIATOM,TABELLARIA FENESTRATA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHABDONEMATALES,TABELLARIACEAE,TABELLARIA,FENESTRATA,TABELLARIA FENESTRATA
1/13/2025,4179,DIATOM,TABELLARIA FLOCCULOSA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHABDONEMATALES,TABELLARIACEAE,TABELLARIA,FLOCCULOSA,TABELLARIA FLOCCULOSA
1/13/2025,4180,DIATOM,TABELLARIA VENTRICOSA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHABDONEMATALES,TABELLARIACEAE,TABELLARIA,VENTRICOSA,TABELLARIA VENTRICOSA
1/13/2025,4181,DIATOM,TABELLARIA,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,RHABDONEMATALES,TABELLARIACEAE,TABELLARIA,,
1/13/2025,4182,DIATOM,CENTRALES,HETEROKONTOPHYTA,MEDIOPHYCEAE,STEPHANODISCALES,,,,
1/13/2025,4183,DIATOM,PENNALES,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,SURIRELLALES,,,,
1/13/2025,4184,DIATOM,BACILLARIOPHYCEAE,HETEROKONTOPHYTA,BACILLARIOPHYCEAE,,,,,
1/13/2025,4186,GREEN ALGAE,ANKYRA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SPHAEROPLEACEAE,ANKYRA,,
1/13/2025,4187,GREEN ALGAE,CHARACIUM AMBIGUUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,CHARACIACEAE,CHARACIUM,AMBIGUUM,CHARACIUM AMBIGUUM
1/13/2025,4188,GREEN ALGAE,CHARACIUM LIMNETICUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,CHARACIACEAE,CHARACIUM,LIMNETICUM,CHARACIUM LIMNETICUM
1/13/2025,4189,GREEN ALGAE,CHARACIUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,CHARACIACEAE,CHARACIUM,,
1/13/2025,4190,GREEN ALGAE,CARTERIA,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,CARTERIA,,
1/13/2025,4191,GREEN ALGAE,CHLAMYDOMONAS GLOBOSA,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,GLOBOSA,CHLAMYDOMONAS GLOBOSA
1/13/2025,4192,GREEN ALGAE,CHLAMYDOMONAS GROVEI,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,GROVEI,CHLAMYDOMONAS GROVEI
1/13/2025,4193,GREEN ALGAE,CHLAMYDOMONAS MONADINA,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,MONADINA,CHLAMYDOMONAS MONADINA
1/13/2025,4194,GREEN ALGAE,CHLAMYDOMONAS,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,,
1/13/2025,4195,GREEN ALGAE,CHLOROGONIUM,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,HAEMATOCOCCACEAE,CHLOROGONIUM,,
1/13/2025,4196,GREEN ALGAE,SPHAERELLOPSIS,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,SPHAERELLOPSIS,,
1/13/2025,4197,GREEN ALGAE,CHLAMYDOMONADACEAE,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLAMYDOMONADACEAE,,,
1/13/2025,4198,GREEN ALGAE,CORONASTRUM ELLIPSOIDEUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CORONASTRUM,ELLIPSOIDEUM,CORONASTRUM ELLIPSOIDEUM
1/13/2025,4199,GREEN ALGAE,DIACANTHOS BELANOPHORUS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACAE,DIACANTHOS,BELANOPHORUS,DIACANTHOS BELANOPHORUS
1/13/2025,4200,GREEN ALGAE,DIDYMOGENES,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DIDYMOGENES,,
1/13/2025,4201,GREEN ALGAE,GOLENKINIOPSIS CHLORELLOIDES,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,GOLENKINIOPSIS,CHLORELLOIDES,GOLENKINIOPSIS CHLORELLOIDES
1/13/2025,4202,GREEN ALGAE,GOLENKINIOPSIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,GOLENKINIOPSIS,,
1/13/2025,4203,GREEN ALGAE,PODOHEDRA FALCATA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,PODOHEDRA,FALCATA,PODOHEDRA FALCATA
1/13/2025,4204,GREEN ALGAE,CHLOROCOCCUM,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,CHLOROCOCCACEAE,CHLOROCOCCUM,,
1/13/2025,4205,GREEN ALGAE,TETRAEDRON ARTHRODESMIFORME,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,ARTHRODESMIFORME,TETRAEDRON ARTHRODESMIFORME
1/13/2025,4206,GREEN ALGAE,TETRAEDRON BIFURCATUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,BIFURCATUM,TETRAEDRON BIFURCATUM
1/13/2025,4207,GREEN ALGAE,TETRAEDRON CAUDATUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,CAUDATUM,TETRAEDRON CAUDATUM
1/13/2025,4208,GREEN ALGAE,TETRAEDRON CONSTRICTUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,CONSTRICTUM,TETRAEDRON CONSTRICTUM
1/13/2025,4209,GREEN ALGAE,TETRAEDRON DUOSPINUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,DUOSPINUM,TETRAEDRON DUOSPINUM
1/13/2025,4210,GREEN ALGAE,TETRAEDRON GRACILE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,GRACILE,TETRAEDRON GRACILE
1/13/2025,4211,GREEN ALGAE,TETRAEDRON HASTATUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,HASTATUM,TETRAEDRON HASTATUM
1/13/2025,4212,GREEN ALGAE,TETRAEDRON HETERACANTHUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,HETERACANTHUM,TETRAEDRON HETERACANTHUM
1/13/2025,4213,GREEN ALGAE,TETRAEDRON LIMNETICUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,LIMNETICUM,TETRAEDRON LIMNETICUM
1/13/2025,4214,GREEN ALGAE,TETRAEDRON MINIMUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,MINIMUM,TETRAEDRON MINIMUM
1/13/2025,4215,GREEN ALGAE,TETRAEDRON MINUTUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,MINUTUM,TETRAEDRON MINUTUM
1/13/2025,4216,GREEN ALGAE,TETRAEDRON MUTICUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,MUTICUM,TETRAEDRON MUTICUM
1/13/2025,4217,GREEN ALGAE,TETRAEDRON PENTAEDRICUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,PENTAEDRICUM,TETRAEDRON PENTAEDRICUM
1/13/2025,4218,GREEN ALGAE,TETRAEDRON PLACTONICUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,PLACTONICUM,TETRAEDRON PLACTONICUM
1/13/2025,4219,GREEN ALGAE,TETRAEDRON PUSILLUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,PUSILLUM,TETRAEDRON PUSILLUM
1/13/2025,4220,GREEN ALGAE,TETRAEDRON REGULARE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,REGULARE,TETRAEDRON REGULARE
1/13/2025,4221,GREEN ALGAE,TETRAEDRON TRIGONUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,TRIGONUM,TETRAEDRON TRIGONUM
1/13/2025,4222,GREEN ALGAE,TETRAEDRON VICTORIAE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,VICTORIAE,TETRAEDRON VICTORIAE
1/13/2025,4223,GREEN ALGAE,TETRAEDRON,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,TETRAEDRON,,
1/13/2025,4224,GREEN ALGAE,CLADOPHORA GLOMERATA,CHLOROPHYTA,ULVOPHYCEAE,CLADOPHORALES,CLADOPHORACEAE,CLADOPHORA,GLOMERATA,CLADOPHORA GLOMERATA
1/13/2025,4225,GREEN ALGAE,CLADOPHORA,CHLOROPHYTA,ULVOPHYCEAE,CLADOPHORALES,CLADOPHORACEAE,CLADOPHORA,,
1/13/2025,4226,GREEN ALGAE,RHIZOCLONIUM,CHLOROPHYTA,ULVOPHYCEAE,CLADOPHORALES,CLADOPHORACEAE,RHIZOCLONIUM,,
1/13/2025,4227,GREEN ALGAE,ELAKATOTHRIX GELATINOSA,CHAROPHYTA,KLEBSORMIDIOPHYCEAE,KLEBSORMIDIALES,ELAKATOTRICHACEAE,ELAKATOTHRIX,GELATINOSA,ELAKATOTHRIX GELATINOSA
1/13/2025,4228,GREEN ALGAE,ELAKATOTHRIX VIRIDIS,CHAROPHYTA,KLEBSORMIDIOPHYCEAE,KLEBSORMIDIALES,ELAKATOTRICHACEAE,ELAKATOTHRIX,VIRIDIS,ELAKATOTHRIX VIRIDIS
1/13/2025,4229,GREEN ALGAE,ELAKATOTHRIX,CHAROPHYTA,KLEBSORMIDIOPHYCEAE,KLEBSORMIDIALES,ELAKATOTRICHACEAE,ELAKATOTHRIX,,
1/13/2025,4230,GREEN ALGAE,NANNOCHLORIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,NANNOCHLORIS,,
1/13/2025,4231,GREEN ALGAE,CYLINDROCAPSA GEMINELLA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,CYLINDROCAPSACEAE,CYLINDROCAPSA,GEMINELLA,CYLINDROCAPSA GEMINELLA
1/13/2025,4232,GREEN ALGAE,ARTHRODESMUS IMPAR,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,IMPAR,ARTHRODESMUS IMPAR
1/13/2025,4233,GREEN ALGAE,ARTHRODESMUS INCUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,INCUS,ARTHRODESMUS INCUS
1/13/2025,4234,GREEN ALGAE,ARTHRODESMUS LONGISPINUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,LONGISPINUS,ARTHRODESMUS LONGISPINUS
1/13/2025,4235,GREEN ALGAE,ARTHRODESMUS OCTOCORNIS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,OCTOCORNIS,ARTHRODESMUS OCTOCORNIS
1/13/2025,4236,GREEN ALGAE,ARTHRODESMUS RALFSII,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,RALFSII,ARTHRODESMUS RALFSII
1/13/2025,4237,GREEN ALGAE,ARTHRODESMUS SUBULATUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,SUBULATUS,ARTHRODESMUS SUBULATUS
1/13/2025,4238,GREEN ALGAE,ARTHRODESMUS TRIANGULARIS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,TRIANGULARIS,ARTHRODESMUS TRIANGULARIS
1/13/2025,4239,GREEN ALGAE,ARTHRODESMUS VALIDUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,VALIDUS,ARTHRODESMUS VALIDUS
1/13/2025,4240,GREEN ALGAE,ARTHRODESMUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ARTHRODESMUS,,
1/13/2025,4241,GREEN ALGAE,BAMBUSINA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,BAMBUSINA,,
1/13/2025,4242,GREEN ALGAE,CLOSTERIUM ACICULARE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,ACICULARE,CLOSTERIUM ACICULARE
1/13/2025,4243,GREEN ALGAE,CLOSTERIUM ACUTUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,ACUTUM,CLOSTERIUM ACUTUM
1/13/2025,4244,GREEN ALGAE,CLOSTERIUM CLOSTERIOIDES,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,CLOSTERIOIDES,CLOSTERIUM CLOSTERIOIDES
1/13/2025,4245,GREEN ALGAE,CLOSTERIUM CORNU,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,CORNU,CLOSTERIUM CORNU
1/13/2025,4246,GREEN ALGAE,CLOSTERIUM GRACILE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,GRACILE,CLOSTERIUM GRACILE
1/13/2025,4248,GREEN ALGAE,CLOSTERIUM PARVULUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,PARVULUM,CLOSTERIUM PARVULUM
1/13/2025,4249,GREEN ALGAE,CLOSTERIUM SETACEUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,SETACEUM,CLOSTERIUM SETACEUM
1/13/2025,4250,GREEN ALGAE,CLOSTERIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,CLOSTERIACEAE,CLOSTERIUM,,
